date,count,Long,Lat,place,remarks,user
2021/11/17,0,33.5806516,130.3575007,西戸崎小学校,,"西戸崎小学校
教育委員会健康教育課"
2021/11/15,0,33.6532841,130.3501876,西新自転車保管所,,早良区生活環境課
2021/11/20,0,入力パラメータが不正です。,,西部リサイクルプラザ,,"環境局
家庭ごみ減量推進課"
2021/4/10,0,33.5658791,130.2949415,西部運動公園,,住宅都市局みどり運営課
2021/4/21,0,33.5448772,130.3184638,西部運動公園,,住宅都市局みどり運営課
2021/5/6,0,33.5448772,130.3184638,西部運動公園,,住宅都市局みどり運営課
2021/5/17,0,33.5448772,130.3184638,西部運動公園,,住宅都市局みどり運営課
2021/6/12,0,33.5448772,130.3184638,西部運動公園,,住宅都市局みどり運営課
2021/6/23,0,33.5448772,130.3184638,西部運動公園,,住宅都市局みどり運営課
2021/7/8,1,33.5448772,130.3184638,西部運動公園,殺虫剤で駆除,住宅都市局みどり運営課
2021/7/25,0,33.5448772,130.3184638,西部運動公園,,住宅都市局みどり運営課
2021/11/30,1,33.5448772,130.3184638,西部水処理センター,殺虫剤で駆除,道路下水道局 西部水処理センター
2021/8/13,12,33.6678677,130.4113545,青果市場,殺虫剤及び踏み潰して駆除,農林水産局青果市場
2021/8/27,25,33.6678677,130.4113545,青果市場,殺虫剤及び踏み潰して駆除,農林水産局青果市場
2021/9/16,7,33.6678677,130.4113545,青果市場,殺虫剤及び踏み潰して駆除,農林水産局青果市場
2021/9/24,24,33.6678677,130.4113545,青果市場,殺虫剤及び踏み潰して駆除,農林水産局青果市場
2021/10/15,3,33.6678677,130.4113545,青果市場,殺虫剤及び踏み潰して駆除,農林水産局青果市場
2021/5/25,2,33.6678677,130.4113545,青果市場,殺虫剤及び踏み潰して駆除,農林水産局青果市場
2021/6/12,1,33.6678677,130.4113545,青果市場,殺虫剤及び踏み潰して駆除,農林水産局青果市場
2021/6/25,22,33.6678677,130.4113545,青果市場,殺虫剤及び踏み潰して駆除,農林水産局青果市場
2021/7/12,9,33.6678677,130.4113545,青果市場,殺虫剤及び踏み潰して駆除,農林水産局青果市場
2021/7/27,22,33.6678677,130.4113545,青果市場,殺虫剤及び踏み潰して駆除,農林水産局青果市場
2021/8/9,25,33.6448126,130.4632121,青葉公園,殺虫剤及び踏み潰して駆除,住宅都市局みどり運営課
2021/8/23,35,33.6476634,130.4609822,青葉公園,殺虫剤及び踏み潰して駆除,住宅都市局みどり運営課
2021/9/16,40,33.6476634,130.4609822,青葉公園,殺虫剤及び踏み潰して駆除,住宅都市局みどり運営課
2021/9/25,40,33.6476634,130.4609822,青葉公園,殺虫剤及び踏み潰して駆除,住宅都市局みどり運営課
2021/10/2,30,33.6476634,130.4609822,青葉公園,殺虫剤及び踏み潰して駆除,住宅都市局みどり運営課
2021/10/23,30,33.6476634,130.4609822,青葉公園,殺虫剤及び踏み潰して駆除,住宅都市局みどり運営課
2021/11/8,25,33.6476634,130.4609822,青葉公園,殺虫剤及び踏み潰して駆除,住宅都市局みどり運営課
2021/11/26,25,33.6476634,130.4609822,青葉公園,殺虫剤及び踏み潰して駆除,住宅都市局みどり運営課
2021/4/7,50,33.6476634,130.4609822,青葉公園,殺虫剤及び踏み潰して駆除,住宅都市局みどり運営課
2021/4/20,50,33.6476634,130.4609822,青葉公園,殺虫剤及び踏み潰して駆除,住宅都市局みどり運営課
2021/5/14,20,33.6476634,130.4609822,青葉公園,殺虫剤及び踏み潰して駆除,住宅都市局みどり運営課
2021/5/29,20,33.6476634,130.4609822,青葉公園,殺虫剤及び踏み潰して駆除,住宅都市局みどり運営課
2021/6/11,20,33.6476634,130.4609822,青葉公園,殺虫剤及び踏み潰して駆除,住宅都市局みどり運営課
2021/6/29,15,33.6476634,130.4609822,青葉公園,殺虫剤及び踏み潰して駆除,住宅都市局みどり運営課
2021/7/12,15,33.6476634,130.4609822,青葉公園,殺虫剤及び踏み潰して駆除,住宅都市局みどり運営課
2021/7/28,20,33.6476634,130.4609822,青葉公園,殺虫剤及び踏み潰して駆除,住宅都市局みどり運営課
2021/7/31,2,33.6476634,130.4609822,青葉公園,職員が駆除,住宅都市局みどり運営課
2021/11/24,0,33.6476634,130.4609822,青葉公民館,,東区地域支援課
2021/11/8,0,33.641508,130.4638625,青葉小学校,,"青葉小学校
教育委員会健康教育課"
2021/4/13,7,33.6456091,130.4632994,青葉台東公園,殺虫剤及び踏み潰して駆除,東区維持管理課
2021/11/1,0,33.6550713,130.4391762,千早公民館,,東区地域支援課
2021/11/9,0,33.6500688,130.4332882,千早西公民館,,東区地域支援課
2021/11/30,0,33.6469859,130.4362233,千早中央公園,,東区維持管理課
2021/4/12,0,33.6469859,130.4362233,千早中央公園,,東区維持管理課
2021/4/17,0,33.6445837,130.4346812,千早南公園,,東区維持管理課
2021/10/7,0,33.649791,130.4387405,千早並木広場,,東区維持管理課
2021/4/17,0,33.649791,130.4387405,千早並木広場,,東区維持管理課
2021/10/7,13,33.6554303,130.4410559,千早北公園,バーナーでの焼却及び殺虫剤による駆除,東区維持管理課
2021/4/16,1,33.6554303,130.4410559,千早北公園,殺虫剤及び踏み潰して駆除,東区維持管理課
2021/11/1,0,33.5819073,130.3484937,鮮魚市場会館,,農林水産局鮮魚市場
2021/11/25,0,33.5946569,130.3894244,早良区役所,,早良区総務課
2021/11/25,0,33.6464715,130.443277,多々良中学校,,"舞松原小学校
教育委員会健康教育課"
2021/10/1,8,33.6517825,130.3414411,大井中央公園,殺虫剤で駆除,博多区維持管理課
2021/4/27,0,33.6033889,130.4417649,大井中央公園,,博多区維持管理課
2021/7/28,6,33.6033889,130.4417649,大岳ポンプ場,殺虫剤で駆除,道路下水道局 和白水処理センター
2021/8/31,2,33.5900639,130.455937,第１給食センター,殺虫剤で駆除,教育委員会 学校給食センター
2021/9/21,1,33.5900639,130.455937,第１給食センター,殺虫剤で駆除,教育委員会 学校給食センター
2021/10/19,1,33.5900639,130.455937,第１給食センター,殺虫剤で駆除,教育委員会 学校給食センター
2021/11/25,0,33.5900639,130.455937,第１給食センター,,教育委員会 学校給食センター
2021/4/15,0,33.5900639,130.455937,第１給食センター,,教育委員会 学校給食センター
2021/5/17,1,33.5900639,130.455937,第１給食センター,殺虫剤で駆除,教育委員会 学校給食センター
2021/6/17,0,33.5900639,130.455937,第１給食センター,,教育委員会 学校給食センター
2021/7/19,6,33.5900639,130.455937,第１給食センター,殺虫剤で駆除,教育委員会 学校給食センター
2021/8/21,1,33.6576973,130.4206704,第２給食センター,殺虫剤で駆除,教育委員会 学校給食センター
2021/9/22,2,33.6576973,130.4206704,第２給食センター,殺虫剤で駆除,教育委員会 学校給食センター
2021/10/18,1,33.6576973,130.4206704,第２給食センター,殺虫剤で駆除,教育委員会 学校給食センター
2021/11/18,3,33.6576973,130.4206704,第２給食センター,殺虫剤で駆除,教育委員会 学校給食センター
2021/4/3,0,33.6576973,130.4206704,第２給食センター,,教育委員会 学校給食センター
2021/5/10,0,33.6576973,130.4206704,第２給食センター,,教育委員会 学校給食センター
2021/6/10,0,33.6576973,130.4206704,第２給食センター,,教育委員会 学校給食センター
2021/7/12,3,33.6576973,130.4206704,第２給食センター,殺虫剤で駆除,教育委員会 学校給食センター
2021/8/24,0,33.5674163,130.289221,第３給食センター,,教育委員会 学校給食センター
2021/9/28,0,33.5674163,130.289221,第３給食センター,,教育委員会 学校給食センター
2021/10/26,0,33.5674163,130.289221,第３給食センター,,教育委員会 学校給食センター
2021/11/30,0,33.5674163,130.289221,第３給食センター,,教育委員会 学校給食センター
2021/4/5,0,33.5674163,130.289221,第３給食センター,,教育委員会 学校給食センター
2021/5/7,0,33.5674163,130.289221,第３給食センター,,教育委員会 学校給食センター
2021/6/4,0,33.5674163,130.289221,第３給食センター,,教育委員会 学校給食センター
2021/7/7,0,33.5674163,130.289221,第３給食センター,,教育委員会 学校給食センター
2021/8/29,5,33.6012262,130.3763848,中央ふ頭クルーズセンター,殺虫剤で駆除,港湾振興部港湾管理課
2021/9/26,14,33.6012262,130.3763848,中央ふ頭クルーズセンター,殺虫剤で駆除,港湾振興部港湾管理課
2021/10/25,3,33.5889811,130.4255268,中央ふ頭クルーズセンター,殺虫剤で駆除,港湾振興部港湾管理課
2021/11/26,2,33.5889811,130.4255268,中央ふ頭クルーズセンター,殺虫剤で駆除,港湾振興部港湾管理課
2021/4/27,0,33.6102829,130.3967946,中央ふ頭クルーズセンター,,港湾振興部港湾管理課
2021/5/31,0,33.6102829,130.3967946,中央ふ頭クルーズセンター,,港湾空港局港湾管理課
2021/6/17,2,33.6102829,130.3967946,中央ふ頭クルーズセンター,殺虫剤で駆除,港湾空港局湾管理課
2021/7/26,0,33.6102829,130.3967946,中央ふ頭クルーズセンター,,港湾空港局湾管理課
2021/5/22,0,33.6102829,130.3967946,中比恵公園,,博多区維持管理課
2021/8/24,0,33.6102829,130.3967946,中浜町住宅,,"住宅都市局住宅管理課
（城南区施設管理事務所）"
2021/9/27,1,33.6102829,130.3967946,中部水処理センター,殺虫剤で駆除,道路下水道局 中部水処理センター
2021/6/28,1,33.6102829,130.3967946,福浜小学校,職員が駆除,"福浜小学校
教育委員会健康教育課"
2021/8/24,0,33.5480435,130.3845533,長尾３丁目住宅,,"住宅都市局住宅管理課
（城南区施設管理事務所）"
2021/8/25,0,33.5975937,130.368379,長尾住宅,,"住宅都市局住宅管理課
（城南区施設管理事務所）"
2021/9/10,0,33.5975937,130.368379,土井団地西公園,,東区維持管理課
2021/4/13,0,33.5975937,130.368379,土井団地西公園,,東区維持管理課
2021/9/10,0,33.5975937,130.368379,土井団地東公園,,東区維持管理課
2021/4/13,0,33.5975937,130.368379,土井団地東公園,,東区維持管理課
2021/7/4,1,33.5975937,130.368379,唐原市営住宅,市民が駆除,東区生活環境課
2021/11/25,0,33.5975937,130.368379,東区役所,,東区総務課
2021/11/9,0,33.5975937,130.368379,東箱崎会館,,東区地域支援課
2021/11/29,0,33.5975937,130.368379,東箱崎公民館,,東区地域支援課
2021/11/17,10,33.5975937,130.368379,東箱崎小学校,殺虫剤で駆除,"東箱崎小学校
教育委員会健康教育課"
2021/10/22,19,33.5546937,130.3866098,東部水処理センター,殺虫剤で駆除,道路下水道局 東部水処理センター
2021/11/24,9,33.6407977,130.4657431,東福岡特別支援学校,踏み潰して駆除,東福岡特別支援学校教育委員会健康教育課
2021/8/25,0,33.6407977,130.4657431,東平尾公園,,住宅都市局みどり運営課
2021/9/17,0,33.6420575,130.4693753,東平尾公園,,住宅都市局みどり運営課
2021/10/25,0,33.6420575,130.4693753,東平尾公園,,住宅都市局みどり運営課
2021/4/21,0,33.6803057,130.4341836,東平尾公園,,住宅都市局みどり運営課
2021/5/11,0,33.6177439,130.4173264,東平尾公園,,住宅都市局みどり運営課
2021/6/21,0,33.6287294,130.4201578,東平尾公園,,住宅都市局みどり運営課
2021/7/22,0,33.6382009,130.4264423,東平尾公園,,住宅都市局みどり運営課
2021/7/22,0,33.6372464,130.4236574,東平尾公園,,住宅都市局みどり運営課
2021/11/17,0,33.6327778,130.4333822,道路,,城南区生活環境課
2021/11/19,0,33.5873099,130.4633078,道路,,早良区生活環境課
2021/11/24,0,33.5873099,130.4633078,道路,,早良区生活環境課
2021/11/24,0,33.5873099,130.4633078,道路,,早良区生活環境課
2021/6/21,1,33.5873099,130.4633078,道路,市民が駆除,東区生活環境課
2021/9/1,20,33.5873099,130.4633078,奈多公民館,バーナーでの焼却及び殺虫剤による駆除,東区地域支援課
2021/7/28,0,33.5873099,130.4633078,奈多東公園,,東区維持管理課
2021/5/22,0,33.5873099,130.4633078,那珂中央公園,,博多区維持管理課
2021/11/10,0,33.5873099,130.4633078,那珂南小学校,,"那珂南小学校
教育委員会健康教育課"
2021/11/16,0,33.5873099,130.4633078,那珂南小学校,,"那珂南小学校
教育委員会健康教育課"
2021/11/24,0,33.5873099,130.4633078,那珂南小学校,,"那珂南小学校
教育委員会健康教育課"
2021/8/24,0,33.5873099,130.4633078,南片江住宅,,"住宅都市局住宅管理課
（城南区施設管理事務所）"
2021/11/25,0,33.5873099,130.4633078,馬出公民館,,東区地域支援課
2021/9/20,0,33.5873099,130.4633078,背振少年自然の家,,こども未来局 こども健全育成課
2021/8/25,0,33.5873099,130.4633078,梅林第１住宅,,"住宅都市局住宅管理課
（城南区施設管理事務所）"
2021/8/25,0,33.5873099,130.4633078,梅林第２住宅,,"住宅都市局住宅管理課
（城南区施設管理事務所）"
2021/4/21,0,33.5873099,130.4633078,博多の森テニスコート,,住宅都市局みどり運営課
2021/5/14,0,33.5873099,130.4633078,博多の森テニスコート,,住宅都市局みどり運営課
2021/6/4,0,33.5873099,130.4633078,博多の森テニスコート,,住宅都市局みどり運営課
2021/7/22,0,33.5873099,130.4633078,博多の森テニスコート,,住宅都市局みどり運営課
2021/7/22,0,33.5873099,130.4633078,博多の森テニスコート,,住宅都市局みどり運営課
2021/8/25,0,33.5873099,130.4633078,博多の森テニス競技場,,住宅都市局みどり運営課
2021/9/21,0,33.5873099,130.4633078,博多の森テニス競技場,,住宅都市局みどり運営課
2021/11/24,0,33.5873099,130.4633078,博多の森テニス競技場,,住宅都市局みどり運営課
2021/8/23,3,33.5873099,130.4633078,博多の森陸上競技場,殺虫剤で駆除,住宅都市局みどり運営課
2021/8/24,21,33.5873099,130.4633078,博多の森陸上競技場,殺虫剤で駆除,住宅都市局みどり運営課
2021/8/25,4,33.5873099,130.4633078,博多の森陸上競技場,殺虫剤で駆除,住宅都市局みどり運営課
2021/9/2,8,33.5873099,130.4633078,博多の森陸上競技場,殺虫剤で駆除,住宅都市局みどり運営課
2021/9/12,1,33.5873099,130.4633078,博多の森陸上競技場,殺虫剤で駆除,住宅都市局みどり運営課
2021/9/16,6,33.6455952,130.4617778,博多の森陸上競技場,殺虫剤で駆除,住宅都市局みどり運営課
2021/9/18,0,33.5798385,130.3681798,博多の森陸上競技場,,住宅都市局みどり運営課
2021/9/20,7,33.5730441,130.3286416,博多の森陸上競技場,殺虫剤で駆除,住宅都市局みどり運営課
2021/10/20,15,33.5771277,130.3541531,博多の森陸上競技場,殺虫剤で駆除,住宅都市局みどり運営課
2021/10/21,17,33.5762813,130.3503271,博多の森陸上競技場,殺虫剤で駆除,住宅都市局みどり運営課
2021/10/22,1,33.6544258,130.3362962,博多の森陸上競技場,殺虫剤で駆除,住宅都市局みどり運営課
2021/11/7,3,33.6886987,130.4118124,博多の森陸上競技場,殺虫剤で駆除,住宅都市局みどり運営課
2021/11/24,2,33.685968,130.4140618,博多の森陸上競技場,殺虫剤で駆除,住宅都市局みどり運営課
2021/11/29,0,33.5689607,130.4358751,博多の森陸上競技場,,住宅都市局みどり運営課
2021/4/21,2,33.5405485,130.4653554,博多の森陸上競技場,殺虫剤で駆除,住宅都市局みどり運営課
2021/5/6,1,33.5405485,130.4653554,博多の森陸上競技場,殺虫剤で駆除,住宅都市局みどり運営課
2021/6/21,6,33.5405485,130.4653554,博多の森陸上競技場,殺虫剤で駆除,住宅都市局みどり運営課
2021/6/21,6,33.5419347,130.3728413,博多の森陸上競技場,殺虫剤で駆除,住宅都市局みどり運営課
2021/7/21,21,33.6100849,130.4207102,博多の森陸上競技場,殺虫剤で駆除,住宅都市局みどり運営課
2021/7/21,21,33.5459492,130.3507456,博多の森陸上競技場,殺虫剤で駆除,住宅都市局みどり運営課
2021/8/30,53,33.4349782,130.3891737,博多港国際ターミナル,殺虫剤で駆除,港湾振興部港湾管理課
2021/9/29,47,33.5460104,130.3501677,博多港国際ターミナル,殺虫剤で駆除,港湾振興部港湾管理課
2021/10/31,20,33.5908242,130.4607037,博多港国際ターミナル,殺虫剤で駆除,港湾振興部港湾管理課
2021/11/25,4,33.5908242,130.4607037,博多港国際ターミナル,殺虫剤で駆除,港湾振興部港湾管理課
2021/4/27,0,33.5908242,130.4607037,博多港国際ターミナル,,港湾振興部港湾管理課
2021/5/29,0,33.6095208,130.4084935,博多港国際ターミナル,,港湾空港局港湾管理課
2021/6/17,19,33.6095208,130.4084935,博多港国際ターミナル,殺虫剤で駆除,港湾空港局湾管理課
2021/7/25,3,33.6095208,130.4084935,博多港国際ターミナル,殺虫剤で駆除,港湾空港局湾管理課
2021/11/25,6,33.6095208,130.4084935,博多高等学園,殺虫剤で駆除,"博多小学校
教育委員会健康教育課"
2021/9/10,1,33.6095208,130.4084935,箱崎1号公園,殺虫剤で駆除,東区維持管理課
2021/4/12,3,33.6082127,130.4000949,箱崎1号公園,殺虫剤で駆除,東区維持管理課
2021/9/10,0,33.6082127,130.4000949,箱崎ふ頭記念公園,,東区維持管理課
2021/4/12,0,33.6082127,130.4000949,箱崎ふ頭記念公園,,東区維持管理課
2021/11/2,0,33.6082127,130.4000949,箱崎会館,,東区地域支援課
2021/11/9,0,33.6082127,130.4000949,箱崎会館,,東区地域支援課
2021/11/16,0,33.6082127,130.4000949,箱崎会館,,東区地域支援課
2021/11/30,0,33.6082127,130.4000949,箱崎会館,,東区地域支援課
2021/11/13,8,33.6082127,130.4000949,箱崎公園,殺虫剤で駆除,東区維持管理課
2021/4/12,0,33.6023306,130.4090653,箱崎公園,,東区維持管理課
2021/11/30,0,33.6204452,130.4205111,箱崎公民館,,東区地域支援課
2021/11/26,0,33.6204452,130.4205111,八田公民館,,東区地域支援課
2021/11/16,0,33.6343039,130.4182022,板付小学校,,"板付小学校
教育委員会健康教育課"
2021/11/15,0,33.6343039,130.4182022,板付中学校,,"板付中学校
教育委員会健康教育課"
2021/8/24,0,33.6171563,130.4230187,樋井川住宅,,"住宅都市局住宅管理課
（城南区施設管理事務所）"
2021/11/26,0,33.6171563,130.4230187,美和台公民館,,東区地域支援課
2021/7/28,0,33.6171563,130.4230187,美和台新町公園,,東区維持管理課
2021/7/28,0,33.6171563,130.4230187,美和台新町公園,,東区維持管理課
2021/7/28,0,33.6216819,130.442322,美和台新町東公園,,東区維持管理課
2021/11/22,0,33.6216819,130.442322,桧原ソフトボール場,,保健福祉局生活衛生課
2021/11/17,0,33.6169408,130.4235803,舞松原公民館,,東区地域支援課
2021/11/28,0,33.6362836,130.4581179,舞松原東公園,,東区維持管理課
2021/4/12,0,33.5557344,130.458277,舞松原東公園,,東区維持管理課
2021/8/23,18,33.5547788,130.4628519,舞鶴公園,殺虫剤で駆除,住宅都市局みどり運営課
2021/9/22,14,33.5411232,130.3833782,舞鶴公園,殺虫剤で駆除,住宅都市局みどり運営課
2021/10/25,51,33.7015438,130.4316741,舞鶴公園,殺虫剤で駆除,住宅都市局みどり運営課
2021/11/26,37,33.7073055,130.4243326,舞鶴公園,殺虫剤で駆除,住宅都市局みどり運営課
2021/5/21,0,33.7073055,130.4243326,舞鶴公園,,住宅都市局みどり運営課
2021/5/22,1,33.7080952,130.4275767,舞鶴公園,殺虫剤で駆除,住宅都市局みどり運営課
2021/7/26,63,33.5342337,130.3868593,舞鶴公園,殺虫剤で駆除,住宅都市局みどり運営課
2021/6/29,1,33.5342337,130.3868593,福浜小学校,職員が駆除,"福浜小学校
教育委員会健康教育課"
2021/6/30,8,33.6472042,130.4469069,福浜小学校,職員が駆除,"福浜小学校
教育委員会健康教育課"
2021/8/19,0,33.6459354,130.4539406,福岡国際センター,,経済観光文化局 MICE推進課
2021/9/21,0,33.6459354,130.4539406,福岡国際センター,,経済観光文化局 MICE推進課
2021/10/14,0,33.5880164,130.3828902,福岡国際センター,,経済観光文化局 MICE推進課
2021/8/26,0,33.5880164,130.3828902,福岡国際会議場,,経済観光文化局 MICE推進課
2021/9/24,0,33.5880164,130.3828902,福岡国際会議場,,経済観光文化局 MICE推進課
2021/10/25,0,33.5880164,130.3828902,福岡国際会議場,,経済観光文化局 MICE推進課
2021/11/26,0,33.5880164,130.3828902,福岡国際会議場,,経済観光文化局 MICE推進課
2021/11/11,1,33.5880164,130.3828902,福岡国際空港内,殺虫剤で駆除,福岡空港事業者
2021/11/26,0,33.5880164,130.3828902,福岡国際空港内,,福岡国際空港株式会社
2021/11/27,0,33.6031623,130.401287,福岡国際空港内,,福岡空港事業者
2021/11/27,0,33.6023305,130.4007334,福岡国際空港内,,福岡空港事業者
2021/11/27,0,33.6033335,130.401639,福岡国際空港内,,福岡空港事業者
2021/11/29,0,33.6037319,130.4020813,福岡国際空港内,,福岡国際空港株式会社
2021/11/29,0,33.6037319,130.4020813,福岡国際空港内,,福岡国際空港株式会社
2021/11/22,0,33.6037319,130.4020813,福岡市葬祭場,,保健福祉局生活衛生課
2021/11/24,0,33.6037319,130.4020813,福重東公園,,西区生活環境課
2021/11/2,0,33.5694741,130.3246544,福浜住宅,,"住宅都市局住宅管理課
（中央区施設管理事務所）"
2021/11/18,0,33.5997367,130.446391,福浜住宅,,"住宅都市局住宅管理課
（中央区施設管理事務所）"
2021/11/22,0,33.5997367,130.446391,福浜住宅,,"住宅都市局住宅管理課
（中央区施設管理事務所）"
2021/11/25,0,33.5997367,130.446391,福浜住宅,,"住宅都市局住宅管理課
（中央区施設管理事務所）"
2021/11/29,0,33.5997367,130.446391,福浜住宅,,"住宅都市局住宅管理課
（中央区施設管理事務所）"
2021/11/15,0,33.5997367,130.446391,福浜小学校,,"福浜小学校
教育委員会健康教育課"
2021/6/30,2,33.5997367,130.446391,福浜小学校,職員が駆除,"福浜小学校
教育委員会健康教育課"
2021/6/30,1,33.5997367,130.446391,福浜小学校,職員が駆除,"福浜小学校
教育委員会健康教育課"
2021/6/30,1,33.5962517,130.3669446,福浜小学校,職員が駆除,"福浜小学校
教育委員会健康教育課"
2021/6/30,20,33.5962517,130.3669446,福浜小学校,職員が駆除,"福浜小学校
教育委員会健康教育課"
2021/7/10,2,33.5962517,130.3669446,舞鶴小中学校,職員が駆除,"舞鶴中学校
教育委員会健康教育課"
2021/7/14,1,33.5962517,130.3669446,舞鶴小中学校第２グラウンド,職員が駆除,"舞鶴小学校
教育委員会健康教育課"
2021/7/1,3,33.5962517,130.3669446,福浜小学校,職員が駆除,"福浜小学校
教育委員会健康教育課"
2021/7/26,1,33.59269,130.3914439,中部水処理センター,委託業者が駆除,道路下水道局 中部水処理センター
2021/7/8,1,33.5931395,130.3913244,福浜小学校,職員が駆除,"福浜小学校
教育委員会健康教育課"
2021/8/24,0,33.5724364,130.3733064,別府住宅,,"住宅都市局住宅管理課
（城南区施設管理事務所）"
2021/8/25,0,33.5526962,130.3709563,片江住宅,,"住宅都市局住宅管理課
（城南区施設管理事務所）"
2021/11/12,0,33.6447639,130.4258452,名島公園,,東区維持管理課
2021/4/12,0,33.6447639,130.4258452,名島公園,,東区維持管理課
2021/11/12,0,33.6422201,130.4326912,名島南公園,,東区維持管理課
2021/4/12,0,33.6422201,130.4326912,名島南公園,,東区維持管理課
2021/11/8,0,33.5811992,130.3096602,姪浜車両工場,,交通局姪浜車両工場
2021/11/13,0,33.5089725,130.3774427,姪浜小学校,,姪浜小学校
2021/11/12,0,33.5555011,130.3370537,油山牧場,,農林水産局農業振興課
2021/11/16,0,33.6389647,130.4171871,有田自転車保管所,,早良区生活環境課
2021/11/16,0,33.6389647,130.4171871,立花寺緑地リフレッシュ農園,,農林水産局農業振興課
2021/11/4,1,33.6389647,130.4171871,臨海工場,殺虫剤で駆除,"環境局
事業系ごみ減量推進課"
2021/11/8,5,33.565279,130.468066,臨海工場,殺虫剤で駆除,環境局臨海工場
2021/11/18,22,33.5876754,130.3299523,臨海工場,殺虫剤で駆除,環境局臨海工場
2021/5/22,0,33.690765,130.4292989,冷泉公園,,博多区維持管理課
2021/11/19,0,33.6877676,130.418043,和白公民館,,東区地域支援課
2021/7/28,66,33.5945186,130.4088063,和白水処理センター,殺虫剤で駆除,道路下水道局 和白水処理センター
2021/11/29,0,33.636624,130.4274271,和白東公民館,,東区地域支援課
2021/9/10,0,33.636624,130.4274271,筥松1号公園,,東区維持管理課
2021/4/12,0,33.6891265,130.4422199,筥松1号公園,,東区維持管理課
2021/11/25,0,33.6210326,130.4306662,筥松会館,,東区地域支援課
2021/9/10,0,33.6132942,130.4377854,筥松新町公園,,東区維持管理課
2021/4/12,0,33.6132942,130.4377854,筥松新町公園,,東区維持管理課